,geo,screen_name,text,tweet_id,cluster_pred
501,,ahYalli,"Gente, pq Transparent entra como série de comédia? #Emmys",777701917979971584,0
502,,neocity,Esa serie de Veep no la he visto. #Emmys,777701921192747008,1
503,,clarencemight,Tatiana Maslany accepting the award for playing more characters I can count with one hand at the same time what a mindfuck #Emmys,777701921243004929,0
504,,claireysan,jesus rami malek comes on stage and suddenly twitter is thirsty af #Emmys,777701921469534208,0
505,,Ella_Steph,Did #JuliaLouisDreyfus just pull a #JenniferLawrence ? 😳 #Emmys,777701921406738434,0
506,,evanpetrsr,so falto eva green pra deixa essa noite maravilhosa #Emmys,777701921352212480,0
507,,medyanozorg,En iyi komedi dizisi dalında #Emmys'de kazanan belli oldu. https://t.co/2FuWf5oWvl https://t.co/wKkYtaqMKD,777701919464755200,0
508,,olocogrr,MELHOR SERIE DRAMA: MINHA VIDA #Emmys,777701921176096769,1
509,,thelowdownunder,VEEP wins BEST COMEDY SERIES #Emmys #Emmys2016 #Veep #VeepHBO,777701921549324288,1
510,,indoob,"#Veep is a good show, and I liked most of the noms so I don't even know. #Emmys",777701921247338500,1
511,,thekingnegan,Tatiana Maslany merece sim e vocês apenas aceitem #Emmys,777701921889091584,1
512,,jeffvenuti,Vada Sultenfuss is wearing my the comforter from a Days Inn #Emmys,777701921448599552,0
513,,anabarrosss,Merecida demais essa vitória da Tati. A mulher faz uns 90 personagens na série...monstra! Que bom q foi reconhecida. https://t.co/K2tfTfM6i6,777701921721348096,0
514,,stephenkruiser,I have a sebaceous cyst that's consistently funnier.  https://t.co/3eCYUfGXF6,777701921893130240,0
515,,MalviG17,Ohh Larry David 😁 now I want to watch Curb again #Emmys,777701921985597440,0
516,,fabricio001,@RafaelHouse Deus existe e se chama Tatiana Maslany #Emmys,777701922367279104,1
517,,Christy_Coffey,I can't figure out whether or not larry david is just doing an impression of himself #Emmys,777701922836979712,0
518,,hencespence,"TBH, Veep might be the sharpest show ever to be on TV. Deserves every honor it gets. #Emmys",777701925391372288,1
519,,Dancar2122,JUSTICIA ALFIIIIIN #tatianamaslany #Emmys,777701923436847104,0
520,,Hoodiez26,#Emmys,777701926053949440,1
521,,Mister_Mercado,#Emmys. My time will come.,777701924586000385,0
522,,Kristin_Wenger7,"#Veep has 42 Emmys?! Hey, maybe time to spread the wealth guys huh? #Emmys",777701925194047488,1
523,,hoh__com,Netflixです。月600で見れますよ。 https://t.co/YjHYXo8mo6,777701926297141249,0
524,,FalconPodcast,"tbh, Veep's great, but MASTER OF NONE IS AMAZING https://t.co/wMNRi6LoEc",777701926347481088,0
525,,holamexico,#Emmys Y el premio a Mejor Serie de Comedia es para Veep ¡FAV si es la que no te pierdes! https://t.co/NTXdCKxdPS,777701925349228544,0
526,,NubiaKelly,"Falaram tanto da Beyonceno #Emmys esse ano, cada essa mulher que ninguém viu até agora?!! Kerooo.",777701926628646913,0
527,,Le__Rodeur,Ouiiiiii !!!! #Emmys #Emmys2016 https://t.co/reJTjAP4Z8,777701926486040576,0
528,,ppk_emchamas,"A Tati tbm, super merecido ela ter ganhado, ela é uma atriz incrível!!! #Emmys",777701926737674240,0
529,,saullete,"Pelo segundo ano consecutivo. Preferia Modern Family. Mas ok, Veep também é foda. #Emmys https://t.co/RP5ruijfGU",777701926716801025,1
530,,whoselis,😊 https://t.co/Bwb2h7VQTx,777701926909710340,0
531,,JoyPuder,That's it https://t.co/ys4BxoVFwl,777701927219888128,0
532,,MichaelNotCera,I've been totally obsessed with Rami Malek since his breakout turn on Fox's WAR AT HOME. Ecstatic about his #Emmys win!,777701929380114432,0
533,,superlau77,The impeccable JLD tripping on her way to the podium is a perfect Selina Meyer moment. #Emmys,777701929141108736,0
534,,skhenders1,yes without a doubt #yes #Emmys2016 ✨ https://t.co/Of3GGEJv4t,777701929308663808,0
535,,rahn_samee,THANK GOD this finally happened!! https://t.co/y0qjMLKZR6,777701929447141377,0
536,,LittleMsKat,Hurrah! #Veep again for Outstanding Comedy! #Emmys,777701929828753408,1
537,,bamandrade,Veep melhor serie de comedia da vida inteiraaaaaaaa #Emmys,777701929308880896,1
538,,ImRossBentley,Modern Family didn't win again! Officially GOAT Emmys #Emmys,777701929996652546,1
539,,ffuckinggirll,Amores https://t.co/2Hlk9Tiotm,777701929707241472,0
540,,aLteraado,"Mas o hate e a energia negativa pra cima de #GoT esse ano foi forte, hein #Emmys",777701929640140804,0
541,,TrumpVolume,#Hillary we are motivated to stop the corruption!  Meet the https://t.co/4rS7S49zsR https://t.co/kjsv5QOv0F,777701930462130176,0
542,,alwayslovestyle,que chatice https://t.co/FIXGtn13jb,777701930328068096,0
543,,emoleechen,who's the lady with the #VEEP team wearing upholstery fabric!? #Emmys,777701930395197440,1
544,,cinemundoblog,Melhor série de comédia &gt; Veep #Emmys https://t.co/h6dSX90u8E,777701929988263936,1
545,,GuitRocha,"Aleluia né, essa mulher é uma deusa da atuação https://t.co/lvpIAbELN7",777701933880578048,0
546,,supercrashley,But then @tatianamaslany won for best actress!!! 💃🏻 #emmys #OrphanBlack #CloneClub https://t.co/ZYjxhl5OOd,777701933490573312,0
547,,indominusmiau,&lt;3 https://t.co/pnavLzLcF7,777701934274719744,0
548,,FashionCanada,Congrats to our November cover girl Tatiana Maslany on her Emmy win! https://t.co/MxOz3ti5AJ #Emmys https://t.co/OoOW8x1LlS,777701931519180801,0
549,,our1Dalways,Aproveita que tatiana maslany ganhou melhor atriz de série dramática e RENOVA ORPHAN BLAVK PRA MAIS UMA TEMPORADA #Emmys,777701934329454592,0
550,,itsdonte,Twinsies. https://t.co/RaHlVMbEds,777701934216151040,0
551,,StarryMag,The Emmy for Outstanding Comedy Series goes to @VeepHBO  #Emmys https://t.co/DNUQ86Hlnz,777701932907585536,1
552,,maburini,Poxa gente. tava indo tão bem :( #Emmys Veep de novo?,777701932999647232,1
553,,pedrohcorts,amo esse elenco e vou defendê-lo #emmys,777701937911324672,0
554,,neighsbourwho,"ninguém nesse mundo merece mais esse emmy que a tatiana, vcs já viram aquela mulher atuando? ela é deus #Emmys",777701938255265792,0
555,,ECCultura,Mejor Comedia: #Veep #Emmys https://t.co/7OiYRad7Ve,777701936824983552,1
556,,feeponto,Sensacional! https://t.co/Ska9qdOkIT,777701938225901568,0
557,,tardisnchill,"Il telefono muore, addio Twitter #Emmys",777701937840025600,0
558,,courtyforrest,What on g-d's green earth is Chlumsky wearing? What would Selena Meyer say? #Emmys,777701938670538752,0
559,,HWildeNYC,HOLY SHIT!!!! It finally happened!!!!!! YESSSSSSSSSSSSSSSS 🙌🙌🙌🙌🙌 Congrats @tatianamaslany! You deserve it! #Emmys https://t.co/b3FurLAZFI,777701938842460160,0
560,,lorloLauren,Thank god #Veep won. I'm so relieved it went to an actually funny show. #Emmys,777701939240808448,1
561,,SteveTheSanford,Well deserved #Veep.  Well fucking deserved. #Emmys,777701939685580804,1
562,,gersonbhrener,"Ninguém merece Modern Family ganhar mais #Emmys...

Go Veep!",777701939366813696,1
563,,tommonorabu,EU ESTOU TÃO FELIZ QUE A TATIANA GANHOU #Emmys,777701942302765056,0
564,,taragirl,Would've loveddddd to see Blackish win. This season was stellar. #Emmys,777701941937856512,1
565,,HaroldWallin,Great show and well deserved Emmy. Worth watching just for her performance https://t.co/pAgFG7Pcbg,777701942457925632,0
566,,lilacall,Congratulations @louieanderson!  #louiewins basketsfx #christinebaskets #emmys #makeameme… https://t.co/hMIoF9oa1f,777701942499815425,0
567,,gottabewckdd,SAMBA MAIS QUE TA POUCO #Emmys https://t.co/QKVLmF6hAi,777701942390886400,0
568,,remmediando,"É pessoal, n superei ainda a Emilia Clarke// Maisie Williams não terem levado como melhor atriz #Emmys",777701942877446144,0
569,,plsstopthisnow,"Sherlock. 
Mr. Robot. 
Orphan Black. 
#Emmys #myfavs",777701943355375616,0
570,,younnggirls,TATIANA GANHOU O EMMY E NOIS TA COMO #Emmys https://t.co/xNYFWiCFqx,777701942277668869,0
571,,NeilTBaer,"Ah, Larry David. So good, so funny. #Emmys",777701942910980096,1
572,,marinaleaI,Eu amo meus pais comunistas https://t.co/65EFV3tAof,777701943066198019,0
573,,dfiregirl4,Because 'Grease: Live' was a good musical and the world doesn't revolve around Beyonce? #Emmys https://t.co/Hp3K6ju9w9,777701943141621761,0
574,,CirocMami,Jesus 🙄 https://t.co/wajNYgzMAX,777701943410094082,0
575,,papodecinema,#Emmys2016 : melhor série de comédia é a fantástica #Veep !!! Ú-hú!!! #Emmys,777701943380762625,1
576,,Amar_Kapiq,Outstanding Comedy Series: Veep #Emmys,777701944030695424,1
577,,jujuschuschu,YASSSSS🙌🏻🙌🏻 https://t.co/nCgdN3H16n,777701943456129025,0
578,,LadyKatie90,Will always love @OfficialJLD. Congrats twice! #Emmys,777701944366206976,0
579,,Viton_Lima,"ENQUANTO A GALERA TÁ MUITO FELIZ PELA TATIANA
EU TÔ TIPO
GENTE, NÃO SEI QUEM MIZERA É TATIANA  #Emmys",777701946325028864,0
580,,carnauval,It is always funny indeed! Yay! RT @EW: The always funny #Veep just won Outstanding Comedy Series at the #Emmys! 🙌 https://t.co/vkoav1FIA0,777701945817522177,1
581,,susieshops,It's all down hill after the red carpet. #Emmys,777701946538938372,1
582,,JTAnews,Larry David takes stage at #Emmys to present best comedy series award &amp; explain how good he is a feigning interest https://t.co/MGfYpE1qZJ,777701945599557632,1
583,,time4myopinion,"but again, that being said--BLACKISH deserved it, too. also TRANSPARENT. i would've been pleased with either of those. #Emmys",777701946748698625,1
584,,phelipealb,Julia Louis teve um momento Jennifer Lawrence ali. #Emmys,777701945175932929,0
585,,minabtweet,#Hodor #Emmys #GameofThrones https://t.co/Nwa2wUuNSv,777701946463518720,0
586,,elizziebeth,This dude is on live tv asking someone to trade library shifts with him 😂 #Emmys,777701946929123328,0
587,,CinefiliaOF,"Y el #Emmys por mejor serie de comedia va para... @VeepHBO, ¡Muchas felicidades para esta serie de @HBO! https://t.co/emWZJ8QMeo",777701945947500545,0
588,,yumiwho,Yaaaaaaaaay essa série é maravilhosa https://t.co/ik4ngvEmuv,777701946681688065,0
589,,KevinCrowleyOff,"Veep AGAIN!
 #Emmys",777701946941636608,1
590,,rayray_peace,ياي ياي يااااااس اني ارقص فرحا 💃💃💃💃💃💃💃 https://t.co/MdXadyn8a9,777701946706825216,0
591,,GabbyDeCoss,Yes!! Congratulations! @tatianamaslany Well deserved! This is one of the most awesome tv serie going on! Watch it! 😄 https://t.co/REMQmbPkiU,777701945901318144,0
592,,_soldierofstorm,Pelo pouco que eu entendo de séries kery Russell merecia o prêmio  #Emmys,777701947474337796,0
593,,margaeryisalive,im so mad https://t.co/BxBL5JugKw,777701947746885632,0
594,,joaopaulos1,Tô vendo o #SNF e o  #Emmys ao mesmo tempo. NÃO TÔ CONSEGUINDO LIDAR,777701950469070848,0
595,,theRealFlappyTr,#AnittaNoMultishow #Emmys #CerimoniaDeEncerramento #GBvsMIN #Fantástico #ChanoConSG https://t.co/yBzLlYM7NY,777701950578098176,0
596,,myfifthjonato,"EU TO MUITO FELIZ, PUTA MERDA, TO SORRINDO IGUAL IDIOTA #EMMYFORMASLANY #EMMYS",777701950829703168,0
597,,CableFibertel,¡MEJOR SERIE DE COMEDIA: Veep! Mirala por On Demand y Cablevisión Play. #Emmys  #EmmysPorWarner,777701950829817856,1
598,,mstrinket,At least it's not Modern Family! #Emmys,777701951165259777,1
599,,etalkCTV,.@OfficialJLD taking pictures on stage is SO SO relatable #etalkEmmys #Emmys,777701950959788036,0
600,,tolkien_wars,HBO 💵💵💵 VINCE 💵💵💵 SEMPRE 💵💵💵 PREMI 💵💵💵 ONESTAMENTE 💵💵💵 #Emmys,777701951123447808,0
601,,soosoo21212,افضل مسلسل كوميدي #Veep https://t.co/hfSqiOkKjn,777701950775320576,0
602,,Vedika315,"It's about damn time, seriously! #TatianaMaslany #Emmys #CloneClub #OrphanBlack",777701951177891840,0
603,,LaurenBusche,Okay so Veep wins every year... Do i need to start watching Veep?? #Emmys,777701951651708928,1
604,,kyool,"Happy to see #Veep win best comedy, especially because it’s actually a comedy! #Emmys",777701951395987456,1
605,,giaface,I have a 10am library meeting tomorrow morning so I really feel this guy's pain. #emmys,777701951685492736,0
606,,mrschimpf,I'm happy that Veep won. Better than MFF; let that show decline into Mad About You 'entire series for $22 @walmart on DVD' obscurity. #Emmys,777701951865655296,1
607,,eroseinbloom,"I 💗 #Veep! 
#Emmys",777701954977800192,1
608,,KarinaPrazeres2,"Como assim Modern Family não ganhou?!? 

#EmmyNaWarner #Emmys",777701954768216064,0
609,,RockyBabcock,Silicon Valley remains solidly under the radar though? Such a great show that no one seems to talk about. #Emmys,777701955028262912,0
610,,debnamaslny,A JUSTIÇA FOI FEITA #Emmys #EmmyForMaslany https://t.co/UlWRwyIbLQ,777701953753276416,0
611,,artincircles,Because Veep is good. https://t.co/9YtknvTfld,777701954977947648,1
612,,kendallwhite05,Yeah... okay... I am VERY bummed @violadavis didn't win. #Emmys,777701954776625153,1
613,,Raraso,"OUTSTANDING COMEDY SERIES GOES TO VEEP  #Emmys 
YOU ALL, IT'S VEEP, OF COURSE! https://t.co/vynn12aoL6",777701954403217408,1
614,,bedelia_maurier,FUCKING FINALLY https://t.co/oObCxC4Tfi,777701955527319552,0
615,,rhicxxi,I've been meaning to catch up and watch the latest season but I'm just not in the mood for TV series in general https://t.co/JzxZmWxtkJ,777701955330203648,0
616,,mccrayfish17,LITERALLY VEEP IS AMAZING #Emmys,777701955326054400,1
617,,FeniaGRossel,They're so AMAZING https://t.co/lMiGULpHiC,777701955493892098,0
618,,millonga_,aaaaa &lt;3 https://t.co/Y6KC0O7z6U,777701955498078208,0
619,,Paes,Ae https://t.co/TKzFYmKHUp,777701958585114624,0
620,,Monkeysloot,"Veep, esa serie que todos los años digo que debería verla y ahí sigue #Emmys",777701958983553025,1
621,,Bradley_AdamsTV,"Veep winning Outstanding Comedy? In other news, the sky is blue. #Emmys",777701959168094210,1
622,,juninhoevandro,NOOOOO !!! We want #ModernFamily !!! #Emmys #Emmys2016,777701959293960192,0
623,,artsywink2,I feel like I'm already invested in the #Emmys. I might as well stay up for the rest #bestdrama better be #GameofThrones,777701959444815873,1
624,,withabbey,"próximo ano amores, podem printar https://t.co/zrts41xr4t",777701959285563392,0
625,,mdynsi,#Emmys SHE IS SO TALENTED AND IM SO PROUD WITH MY BAE https://t.co/LM5gvdEtrR,777701958522138624,0
626,,xsmokexflamesx,Saw Veep winning a mile away. They have an iron grip on the comedy category. #Emmys,777701960036208640,1
627,,SamanthaMatt1,how do i still not watch veep? how do none of us still not watch veep? #Emmys,777701959730098177,1
628,,santachuleta,@mlau_Garcia https://t.co/4MKUJ4LBG4,777701959692345349,0
629,,_Roxie_,LOL and he looks like he's crying https://t.co/LOCwRz8CJ7,777701959772012545,0
630,,demihasharmony,VIVA O #Emmys DA TATIANA MASLANY TA VIVA FINALMENTE DEUS TAVE SEU RECONHECIMENTO #Emmys2016 #EmmyForMaslany https://t.co/bO5CSI5qHy,777701960069832704,0
631,,wrenkngston,"rami malek merece mt esse emmy sim, pq ser elliot alderson não é pra qualquer um não. #Emmys",777701960971616256,0
632,,estefany_nayara,Se a tatiana não ganhasse vcs poderiam cancelar a humanidade #Emmys,777701961353273344,0
633,,heat_chili_nba,227's™ YouTube Chili' NIKE Spicy' #Emmys (@microsoft227) (@jamaalaldin_tv) $245.00 KOBE ELITE XI iD Spicy'... https://t.co/nviS5bhDib,777701963119013888,1
634,,itjauregirl,eu mesma quando não estou acreditando em algo #Emmys  https://t.co/9eEtqvHo0V,777701963169398784,0
635,,ama_ro_jo,The PTA excuses nothing on those shifts. 😄 #Emmys,777701963299491840,0
636,,WalmartChiliNBA,227's™ YouTube Chili' NIKE Spicy' #Emmys (@microsoft227) (@jamaalaldin_tv) $245.00 KOBE ELITE XI iD Spicy'... https://t.co/pV2RAZ2WNL,777701963446104064,1
637,,PriscillaPreel,Larry David looks like a younger Bernie. #Emmys,777701963429351424,1
638,,MMS_Chili_NBA,227's™ YouTube Chili' NIKE Spicy' #Emmys (@microsoft227) (@jamaalaldin_tv) $245.00 KOBE ELITE XI iD Spicy'... https://t.co/5bXK87FN2k,777701963634913280,1
639,,lego_chili_nba,227's™ YouTube Chili' NIKE Spicy' #Emmys (@microsoft227) (@jamaalaldin_tv) $245.00 KOBE ELITE XI iD Spicy'... https://t.co/niHkRGpsuC,777701963693559808,1
640,,khloe_k_chili,227's™ YouTube Chili' NIKE Spicy' #Emmys (@microsoft227) (@jamaalaldin_tv) $245.00 KOBE ELITE XI iD Spicy'... https://t.co/iGgAOXxe9n,777701963660075008,1
641,,morbeen4444,FINALLY @tatianamaslany gets the recognition she deserves. Congrats on winning your first and many more #Emmys  awards!! 👏🏻👏🏻,777701963831975936,0
642,,Phi_Chili_NFL,227's™ YouTube Chili' NIKE Spicy' #Emmys (@microsoft227) (@jamaalaldin_tv) $245.00 KOBE ELITE XI iD Spicy'... https://t.co/ZhGP8eP1Lz,777701963630714880,1
643,,pinkbunnyr,We thought it was their strongest season yet. #Veep brought it this year. https://t.co/zVlD5OhTQi,777701963815268353,1
644,,kourtneyk_chili,227's™ YouTube Chili' NIKE Spicy' #Emmys (@microsoft227) (@jamaalaldin_tv) $245.00 KOBE ELITE XI iD Spicy'... https://t.co/N3PNbAYAeK,777701963957841920,1
645,,RUSSELLChiliNFL,227's™ YouTube Chili' NIKE Spicy' #Emmys (@microsoft227) (@jamaalaldin_tv) $245.00 KOBE ELITE XI iD Spicy'... https://t.co/LVfZGJ18jz,777701963827818496,1
646,,NathaliaSoriano,Ele ganhou!!! *_* https://t.co/7cdvcEmvPM,777701963668549632,0
647,,SophiaBush,🙌🏽 this ❤️ https://t.co/qE1kh5Crgx,777701963978997760,0
648,,Sea_Chili_NFL,227's™ YouTube Chili' NIKE Spicy' #Emmys (@microsoft227) (@jamaalaldin_tv) $245.00 KOBE ELITE XI iD Spicy'... https://t.co/mDyFxsrVgp,777701964381458432,1
649,,lepevieira,É TWO TIME EMMY WINNER SERIES VEEP CARALHOOOOOOOOOOOOOOOO #Emmys,777701964427694080,1
650,,Hollenbeck546,@MasterofNone definitely should've won best comedy series #emmys,777701964993794048,1
651,,microsoft227,227's™ YouTube Chili' NIKE Spicy' #Emmys (@microsoft227) (@jamaalaldin_tv) $245.00 KOBE ELITE XI iD Spicy'... https://t.co/z2Mi3v1Afp,777701967418183680,1
652,,tomzappia,Fuck that. Silicon should have got that w. @nottjmiller #Emmys,777701967074324480,0
653,,chelsea_davison,Congratulations to all the winners of this year's Veepy's. #Emmys,777701967539769345,0
654,,JoeDillrd,At this point I'm not really sure why Modern Family is even nominated anymore. #Emmys,777701967359451136,0
655,,superbowl_chili,227's™ YouTube Chili' NIKE Spicy' #Emmys (@microsoft227) (@jamaalaldin_tv) $245.00 KOBE ELITE XI iD Spicy'... https://t.co/EzbHbAK0pz,777701967510409216,1
656,,lyd63117,Well deserved win for @OrphanBlack!! @tatianamaslany finally gets her #Emmy!! #Emmys #Emmys2016 #CloneClub https://t.co/55JJAAuqp9,777701967376191488,0
657,,DrPepper_Chili,227's™ YouTube Chili' NIKE Spicy' #Emmys (@microsoft227) (@jamaalaldin_tv) $245.00 KOBE ELITE XI iD Spicy'... https://t.co/fkG6zgVhvf,777701967313330176,1
658,,lorelaigilmorx,TRMENEDO AQII EM CASA https://t.co/QZNfKYOTIs,777701967460261888,0
659,,Mishalian,julia louis dreyfus just tripped  #emmys,777701967372095490,0
660,,ironmanchilinba,227's™ YouTube Chili' NIKE Spicy' #Emmys (@microsoft227) (@jamaalaldin_tv) $245.00 KOBE ELITE XI iD Spicy'... https://t.co/TXVFGSJkuS,777701967103537152,1
661,,villainial,Fuck this sh*t completely rigged. Collusion! https://t.co/12V1zSQEcD,777701967594418177,0
662,,cjd528,"Larry David was, by far, the best presenter of the evening. Felt like I was watching an episode of curb. #Emmys",777701967514796036,1
663,,faster227,227's™ YouTube Chili' NIKE Spicy' #Emmys (@microsoft227) (@jamaalaldin_tv) $245.00 KOBE ELITE XI iD Spicy'... https://t.co/A6r4QJxFBm,777701967489400836,1
664,,insurance227,227's™ YouTube Chili' NIKE Spicy' #Emmys (@microsoft227) (@jamaalaldin_tv) $245.00 KOBE ELITE XI iD Spicy'... https://t.co/OqjcbwfQmT,777701968005308416,1
665,,Lay_Azevedo,"AI MEU DEEEUUUSSSS!!!! A TATIANA GANHOU O EMMY, FINALMEENTEEE #Elamerece #Emmys",777701968122970112,0
666,,CidAnderson18,"DiCaprio vencendo Oscar; Sarah Paulson, Rami Malek e Tatiana Maslany ganhando #Emmys. 2016 tá quebrando paradigmas! https://t.co/oOPApVaw9J",777701966029914112,0
667,,slsmnds,Rainha é rainha e segue reinando #Emmys,777701968605241349,0
668,,NahWhats,"Justiça sendo feita @tatianamaslany #Emmys 
#EmmyForMaslany",777701968743661569,1
669,,GiselecAlves,Gostei tbm. https://t.co/yFAYBT0uoR,777701971209904128,0
670,,un_dani,"""Veep"" es la raja ✨ #Emmys",777701971591630848,1
671,,rolandovaldz,Tatiana Maslany ganando por todas ellas. #Emmys https://t.co/xLc40foUmy,777701970807255040,0
672,,carol_schecter,Tatiana Maslany ganhou e eu estou assim 🙀 Que MARA! #Emmys,777701971348299776,0
673,,tommorefri,"queria ver veep, sempre vi falarem bem dessa série #Emmys",777701971998441472,1
674,,perfctmistakes,Su carita 😍😍👀 https://t.co/ODzkVXVcMP,777701972044460032,0
675,,itszmaIik,essa foto é muito importante #Emmys https://t.co/BTN8sl3CQp,777701970165506048,0
676,,heisenberlg,norvana https://t.co/Oge9EGLmHY,777701972006866944,0
677,,dougstg,congrats https://t.co/Nc2Y4wImzU,777701971910336513,0
678,,thicouto,Julia Louis-Dreyfus fez a Jennifer Lawrence e caiu na escada 😅 #Emmys,777701971964858368,1
679,,leleoliverm,"Tatiana ganhar Emmy, me lembra o Leonardo quando ganhou o Oscar!! Todos sabiam e virou um evento de alegria https://t.co/R1461T4yss",777701971969138688,0
680,,jamescaiafa,that's our lady... and Jerry  @TheMeissMan @ThatHerlihyBoy 🙌🏻 https://t.co/Fr09CVj0Qw,777701972086521856,0
681,,dedosde_mel,Eu nunca assisti game of thrones quem sabe um dia assisto #Emmys,777701972963127296,0
682,,izgabz,Honestly how tf did grease live win tho? @lilyg_d #Emmys,777701973084610561,1
683,,ATimeIessLove,#Veep just beat Modern Family! 😵😃 #Emmys,777701975731253248,1
684,,ayodej__,"Finally, Just knew it. https://t.co/b46pcuE5HI",777701975081254913,0
685,,AsToldByDej,THE EMMY'S ARE RIGGED HOW DID BLACKISH LOSE THATS PHYSICALLY &amp; MATHEMATICALLY NOT POSSIBLE #Emmys,777701975299231744,0
686,,temporaryvillal,¿CÓMO ES QUE ESA SERIE LE GANÓ A MODERN FAMILY? QUÉ ROBO #Emmys,777701975894790145,0
687,,AshleyBubbl,Love her ❤️ https://t.co/FwfZw2p1nE,777701975634747392,0
688,,ItsLyssLynn,OMG YES YES YES! So happy! Way to go @VeepHBO and @OfficialJLD! #Emmys https://t.co/tA2BLm72cO,777701974615678976,0
689,,jesusbritto,VEEP! #Emmys https://t.co/59LcNccz3C,777701974418481153,1
690,,jeschastein,ok ja esperado https://t.co/sIDyhbueXD,777701975760707584,0
691,,Favstar_Bot,"@louisvirtel Congrats on your 250❤️ tweet! https://t.co/EOdWERrPMb

https://t.co/6YccShABWE",777701975357919232,0
692,,LeeAHenderson15,I really want Tony Hale to whisper everyone they need to thank into this guy's ear. #Emmys,777701976335196160,0
693,,Surprised_byjoy,"Silicon Valley is great, with or without #Emmys https://t.co/sky7Ewl6Lf",777701976113049600,0
694,,AlessaCerna,"Sarah Paulson ✔
Tatiana Maslany ✔
JUSTICE IS FINALLY HERE! #Emmys",777701976834383873,0
695,,Reality_Diva1,I think you'll be oversleeping for that library shift. #Veep #Emmys #EmmysADTV,777701977157316608,1
696,,TheCherryMartin,#Emmys https://t.co/VWPUXxCfVL,777701978482708480,0
697,,bendandSNAPPER,What is Vada from My Girl wearing... 🙈 #Emmys,777701980147974144,0
698,,KathrynLenaD,"Did you really need an envelope to know that Veep won best comedy, it's only won like 728229 times #Emmys",777701980219125760,1
699,,cagethepeters,"tatiana ganhou, got e sherlock também JA POSSO MORRER EM PAZ #Emmys",777701980227633152,1
700,,samiscelz,Well duh 👑💜 https://t.co/tJ5gHo9MrS,777701980240306176,0
701,,violet17x,Larry David è l'unica degna ricompensa per stare in pieni fino alle 5 di notte #Emmys,777701980273778688,0
702,,LostinDanshair,Aff mano n aguento mais ouvir Veep #Emmys #EmmyNaWarner,777701980722569218,1
703,,Puukala60,@OrphanBlack congrats #Emmys #TatianaMaslany,777701980902797313,0
704,,milkyway0073,I would call it two faced https://t.co/DwmHPDAdfE,777701980911181824,0
705,,POPSUGAREnt,The #Emmys for Outstanding Comedy Series goes to @VeepHBO! #Veep #VeepHBO https://t.co/7Ublk7sac0,777701979174735872,1
706,,mimoon30,👏🏻👏🏻 https://t.co/O3HDhXh54y,777701980546469888,0
707,,Missywhooo,Cadê os outros 11 #Emmys ??? https://t.co/YLXLHkxTim,777701980777119744,0
708,,krinne20,"Awwwww kkkkkkkkk
Yeah! https://t.co/Z9ZNbEmxIS",777701980798062592,0
709,,rafagc_1997,Increíble qe con Actor Ppal pongan escenas de los actores y llegue el turno d las chicas y solo salga una frase y nada mas.Indignante #Emmys,777701980970029060,0
710,,rochidoblele,Una de esas grandes comedias que no nos molesta con risas grabadas. Merecido 👏 https://t.co/jFd0KtRGzp,777701980798156800,0
711,,mamisoniasita,Can Elliott @whoismrrobot please meet Mika @OrphanBlack?  Is they can congrat eachother! #Emmys,777701984052842496,0
712,,belatrix05,"Gente, só eu já acho sem graça Veep ganhando as coisas? Só? OK. #Emmys #EmmyNaWarner",777701984182890496,1
713,,WINCHESTlFER,a tml toda gritando pela Tatiana adorei #Emmys,777701984388337664,0
714,,trouxsoldier,não esperava menos da rainha https://t.co/vPxvpWOxHU,777701983801270272,0
715,,4ujoee,obrigado de nada https://t.co/3nUhlVn1QR,777701983687958529,0
716,,LUSERVICE,osea en comedia me quedo con los argentos jajaaj #Emmys,777701984572932096,0
717,,Diego_rdz_rdz,Merecido  #Emmys #Respect #MrRobot https://t.co/BX79a92J4h,777701984585474048,0
718,,itsgabioliveira,MIJA NO MEU CIIIIII AKKAKFKDMSMSMNNJEAKQKAKKA ESSE HOMEM https://t.co/hpI6DVuLcc,777701984199516160,0
719,,Srta_Comenta,#Emmys https://t.co/QbpYukrdCO,777701984262557696,0
720,,JhowPeres,um sonho: assistir essa serie https://t.co/d6QLELFiCv,777701984413638656,0
721,,rachel_addleman,I was hoping for a Keri Russell win but I am beyond stoked that #TatianaMaslaney finally got the recognition she deserves!  #Emmys,777701984963002368,0
722,,iBananaHappy,Rami &amp; Tatiana.. I’M SO HAPPY FOR RAMI &amp; TATIANA!!!!!! #Emmys,777701985143361536,1
723,,stewartVEVO,TATIANA ESTÁ CADA VEZ MAIS RICA ELA É PODEROSÍSSIMA #Emmys https://t.co/XoxVmaERjc,777701984484880384,0
724,,_MelRicho,@tatianamaslany JUST WON AN EMMY!!!!!!!!!!!!!!! YAAAASSSS QUEEEEEEN!!!! 🙌🏽🙏🏽👸🏼 #OrphanBlack #CloneClub #Emmys #EmmyForMaslany,777701985596211200,0
725,,SaskSneeze,So this veep show must be good or something?  #Emmys,777701988452544512,1
726,,elliotelote,Veep ganando su segundo Emmy consecutivo como mejor comedia! #Emmys  un gran programa lo pueden ver por HBO.,777701988825833472,0
727,,blackburnscandy,#Emmys sperando che vinca GOT come miglior show drama per vedere tutto il cast,777701988679155712,0
728,,lady_fun_rock,Gotta love these kids 😄 https://t.co/qVudFMwc0a,777701988482056192,0
